time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2026-09-12T10:22:30.00Z,47.9080589,2.1680822,1182.500,9.96,18.71,8.14,0.453,0.850,0.13,61.98474,0.40845,3,15
2026-09-12T10:22:30.20Z,47.9080767,2.1681324,1180.866,9.84,18.82,8.13,0.454,0.853,0.14,62.41037,0.40903,3,15
2026-09-12T10:22:30.30Z,47.9080856,2.1681575,1180.037,9.79,18.87,8.20,0.454,0.852,0.14,62.56888,0.40758,3,15
2026-09-12T10:22:30.40Z,47.9080943,2.1681828,1179.211,9.67,18.94,8.36,0.453,0.852,0.13,62.95029,0.40734,3,15
2026-09-12T10:22:30.50Z,47.9081031,2.1682079,1178.339,9.66,18.73,8.56,0.453,0.851,0.13,62.70419,0.41080,3,15
2026-09-12T10:22:30.60Z,47.9081116,2.1682329,1177.490,9.31,18.68,8.46,0.452,0.851,0.13,63.50440,0.41500,3,15
2026-09-12T10:22:30.70Z,47.9081199,2.1682581,1176.633,8.99,19.06,8.75,0.451,0.850,0.13,64.75239,0.41088,3,15
2026-09-12T10:22:30.80Z,47.9081281,2.1682837,1175.762,9.21,19.32,8.62,0.451,0.850,0.13,64.52061,0.38897,3,15
2026-09-12T10:22:30.90Z,47.9081363,2.1683095,1174.902,9.08,19.17,8.58,0.450,0.849,0.13,64.64715,0.39233,3,15
2026-09-12T10:22:31.00Z,47.9081445,2.1683353,1174.037,9.07,19.51,8.66,0.450,0.849,0.13,65.06897,0.38699,3,15
2026-09-12T10:22:31.10Z,47.9081526,2.1683614,1173.172,8.95,19.51,8.82,0.449,0.848,0.13,65.36007,0.39816,3,15
2026-09-12T10:22:31.20Z,47.9081605,2.1683875,1172.295,8.86,19.46,8.82,0.449,0.847,0.12,65.53111,0.39905,3,15
2026-09-12T10:22:31.30Z,47.9081685,2.1684136,1171.427,8.76,19.48,8.78,0.448,0.847,0.12,65.78931,0.40899,3,15
2026-09-12T10:22:31.40Z,47.9081764,2.1684397,1170.556,8.80,19.55,8.77,0.448,0.846,0.12,65.77136,0.41597,3,15
2026-09-12T10:22:31.50Z,47.9081843,2.1684657,1169.686,8.88,19.40,8.76,0.447,0.846,0.12,65.40297,0.41796,3,15
2026-09-12T10:22:31.60Z,47.9081923,2.1684915,1168.819,8.82,19.29,8.80,0.447,0.845,0.12,65.41990,0.42034,3,15
2026-09-12T10:22:31.70Z,47.9082003,2.1685174,1167.932,8.91,19.48,8.82,0.447,0.844,0.12,65.41694,0.41564,3,15
2026-09-12T10:22:31.80Z,47.9082083,2.1685435,1167.055,9.00,19.52,8.95,0.446,0.844,0.12,65.24989,0.41428,3,15
2026-09-12T10:22:31.90Z,47.9082165,2.1685696,1166.169,9.12,19.52,8.86,0.446,0.843,0.12,64.96236,0.40489,3,15
2026-09-12T10:22:32.00Z,47.9082247,2.1685957,1165.287,9.23,19.59,8.87,0.445,0.842,0.12,64.77428,0.40275,3,15
2026-09-12T10:22:32.10Z,47.9082330,2.1686219,1164.412,9.24,19.44,8.90,0.445,0.842,0.12,64.56800,0.40516,3,15
2026-09-12T10:22:32.20Z,47.9082414,2.1686479,1163.519,9.45,19.56,8.93,0.444,0.841,0.12,64.19708,0.40145,3,15
2026-09-12T10:22:32.30Z,47.9082499,2.1686741,1162.627,9.50,19.55,8.89,0.444,0.841,0.12,64.09030,0.40117,3,15
2026-09-12T10:22:32.40Z,47.9082585,2.1687001,1161.759,9.59,19.29,8.72,0.444,0.840,0.12,63.56798,0.40463,3,15
2026-09-12T10:22:32.50Z,47.9082672,2.1687260,1160.883,9.73,19.46,8.73,0.443,0.840,0.12,63.43582,0.40107,3,15
2026-09-12T10:22:32.60Z,47.9082760,2.1687519,1160.005,9.78,19.38,8.82,0.443,0.839,0.12,63.22380,0.39230,3,15
2026-09-12T10:22:32.70Z,47.9082849,2.1687778,1159.120,9.95,19.33,8.86,0.442,0.838,0.12,62.75342,0.39150,3,15
2026-09-12T10:22:32.80Z,47.9082939,2.1688036,1158.227,9.97,19.44,8.87,0.442,0.838,0.12,62.85486,0.38966,3,15
2026-09-12T10:22:32.90Z,47.9083028,2.1688296,1157.329,9.94,19.48,8.96,0.441,0.837,0.12,62.97240,0.38947,3,15
2026-09-12T10:22:33.00Z,47.9083118,2.1688556,1156.431,9.90,19.41,8.81,0.441,0.837,0.12,62.97923,0.39047,3,15
2026-09-12T10:22:33.10Z,47.9083207,2.1688815,1155.556,9.85,19.35,8.74,0.440,0.836,0.12,63.01943,0.39188,3,15
2026-09-12T10:22:33.20Z,47.9083295,2.1689074,1154.677,9.78,19.40,8.83,0.440,0.836,0.12,63.24215,0.39173,3,15
2026-09-12T10:22:33.30Z,47.9083383,2.1689333,1153.795,9.73,19.38,8.73,0.439,0.835,0.12,63.33264,0.39246,3,15
2026-09-12T10:22:33.40Z,47.9083470,2.1689592,1152.927,9.67,19.43,8.68,0.439,0.835,0.12,63.53594,0.40197,3,15
2026-09-12T10:22:33.50Z,47.9083557,2.1689851,1152.050,9.60,19.42,8.78,0.439,0.834,0.12,63.69261,0.40277,3,15
2026-09-12T10:22:33.60Z,47.9083642,2.1690112,1151.175,9.42,19.57,8.67,0.438,0.834,0.12,64.29453,0.40217,3,15
2026-09-12T10:22:33.70Z,47.9083727,2.1690374,1150.311,9.32,19.65,8.69,0.438,0.833,0.12,64.62228,0.40186,3,15
2026-09-12T10:22:33.80Z,47.9083810,2.1690636,1149.444,9.11,19.67,8.61,0.438,0.833,0.12,65.13695,0.40325,3,15
2026-09-12T10:22:33.90Z,47.9083890,2.1690900,1148.573,8.86,19.87,8.67,0.437,0.832,0.12,65.97252,0.40199,3,15
2026-09-12T10:22:34.00Z,47.9083969,2.1691166,1147.710,8.68,19.91,8.75,0.437,0.832,0.12,66.43983,0.40293,3,15
2026-09-12T10:22:34.10Z,47.9084046,2.1691432,1146.841,8.40,19.98,8.67,0.437,0.831,0.12,67.20500,0.40406,3,15
2026-09-12T10:22:34.20Z,47.9084120,2.1691700,1145.972,8.04,20.03,8.75,0.436,0.831,0.13,68.12926,0.40651,3,15
2026-09-12T10:22:34.30Z,47.9084191,2.1691968,1145.095,7.76,20.18,8.84,0.436,0.831,0.13,68.97711,0.40604,3,15
2026-09-12T10:22:34.40Z,47.9084260,2.1692238,1144.218,7.53,20.16,8.81,0.436,0.831,0.13,69.52879,0.40798,3,15
2026-09-12T10:22:34.50Z,47.9084327,2.1692508,1143.334,7.32,20.22,8.89,0.435,0.830,0.13,70.11294,0.40831,3,15
2026-09-12T10:22:34.60Z,47.9084392,2.1692779,1142.447,7.12,20.33,8.86,0.435,0.830,0.13,70.69572,0.40763,3,15
2026-09-12T10:22:34.70Z,47.9084455,2.1693050,1141.560,6.98,20.33,8.78,0.435,0.830,0.13,71.03617,0.40856,3,15
2026-09-12T10:22:34.80Z,47.9084517,2.1693323,1140.673,6.70,20.46,8.77,0.435,0.830,0.13,71.86100,0.40845,3,15
2026-09-12T10:22:34.90Z,47.9084576,2.1693597,1139.793,6.55,20.50,8.72,0.434,0.830,0.13,72.26827,0.40869,3,15
2026-09-12T10:22:35.00Z,47.9084635,2.1693871,1138.910,6.39,20.62,8.73,0.434,0.829,0.13,72.77429,0.38996,3,15
2026-09-12T10:22:35.10Z,47.9084691,2.1694148,1138.029,6.16,20.71,8.66,0.434,0.829,0.13,73.43359,0.38976,3,15
2026-09-12T10:22:35.20Z,47.9084746,2.1694425,1137.167,6.11,20.75,8.71,0.433,0.829,0.13,73.59021,0.39824,3,15
2026-09-12T10:22:35.30Z,47.9084801,2.1694702,1136.293,6.03,20.78,8.57,0.433,0.829,0.13,73.82539,0.39815,3,15
2026-09-12T10:22:35.40Z,47.9084855,2.1694980,1135.431,5.98,20.78,8.53,0.433,0.828,0.13,73.95313,0.39838,3,15
2026-09-12T10:22:35.50Z,47.9084908,2.1695257,1134.578,5.79,20.74,8.51,0.432,0.828,0.13,74.39890,0.40002,3,15
2026-09-12T10:22:35.60Z,47.9084960,2.1695535,1133.719,5.73,20.82,8.54,0.432,0.828,0.13,74.61629,0.39896,3,15
2026-09-12T10:22:35.70Z,47.9085011,2.1695814,1132.867,5.75,20.82,8.50,0.432,0.828,0.13,74.56203,0.39847,3,15
2026-09-12T10:22:35.80Z,47.9085064,2.1696092,1132.015,5.92,20.82,8.43,0.431,0.828,0.13,74.13258,0.39764,3,15
2026-09-12T10:22:35.90Z,47.9085117,2.1696370,1131.164,5.76,20.78,8.30,0.431,0.828,0.13,74.52044,0.39977,3,15
2026-09-12T10:22:36.00Z,47.9085168,2.1696647,1130.330,5.68,20.78,8.41,0.431,0.827,0.13,74.71914,0.39984,3,15
2026-09-12T10:22:36.20Z,47.9085271,2.1697202,1128.655,5.77,20.75,8.23,0.432,0.830,0.12,74.47369,0.40085,3,15
2026-09-12T10:22:36.30Z,47.9085323,2.1697479,1127.835,5.78,20.67,8.22,0.432,0.830,0.12,74.38557,0.40107,3,15
2026-09-12T10:22:36.40Z,47.9085375,2.1697756,1127.005,5.65,20.83,8.16,0.431,0.830,0.13,74.81920,0.39967,3,15
2026-09-12T10:22:36.50Z,47.9085425,2.1698035,1126.181,5.54,20.97,8.13,0.431,0.830,0.13,75.19869,0.39812,3,15
2026-09-12T10:22:36.60Z,47.9085475,2.1698316,1125.369,5.49,21.04,8.17,0.431,0.830,0.13,75.36281,0.39765,3,15
2026-09-12T10:22:36.70Z,47.9085524,2.1698598,1124.555,5.52,21.09,8.05,0.431,0.830,0.13,75.33964,0.39670,3,15
2026-09-12T10:22:36.80Z,47.9085574,2.1698880,1123.745,5.47,21.18,7.88,0.430,0.830,0.13,75.53374,0.39534,3,15
2026-09-12T10:22:36.90Z,47.9085623,2.1699164,1122.954,5.32,21.25,7.87,0.430,0.830,0.13,75.93756,0.39482,3,15
2026-09-12T10:22:37.00Z,47.9085669,2.1699448,1122.163,4.94,21.18,7.96,0.430,0.830,0.13,76.86175,0.39794,3,15
2026-09-12T10:22:37.10Z,47.9085713,2.1699730,1121.362,4.79,21.03,7.94,0.430,0.830,0.13,77.16523,0.40399,3,15
2026-09-12T10:22:37.20Z,47.9085757,2.1700011,1120.575,4.95,20.97,7.93,0.429,0.830,0.14,76.71201,0.40679,3,15
2026-09-12T10:22:37.30Z,47.9085801,2.1700291,1119.789,4.79,20.89,7.72,0.429,0.831,0.14,77.08993,0.40921,3,15
2026-09-12T10:22:37.40Z,47.9085842,2.1700571,1119.008,4.23,20.96,7.57,0.429,0.831,0.14,78.60146,0.42264,3,15
2026-09-12T10:22:37.50Z,47.9085879,2.1700852,1118.242,4.03,21.07,7.76,0.429,0.831,0.14,79.17185,0.42194,3,15
2026-09-12T10:22:37.60Z,47.9085915,2.1701133,1117.476,4.07,21.01,7.59,0.429,0.832,0.14,79.03970,0.41111,3,15
2026-09-12T10:22:37.70Z,47.9085949,2.1701415,1116.709,3.46,21.10,7.56,0.429,0.832,0.15,80.69374,0.41779,3,15
2026-09-12T10:22:37.80Z,47.9085978,2.1701698,1115.926,2.77,21.27,7.77,0.429,0.832,0.15,82.57965,0.41660,3,15
2026-09-12T10:22:37.90Z,47.9086001,2.1701983,1115.136,2.29,21.29,8.00,0.429,0.833,0.15,83.87084,0.41933,3,15
2026-09-12T10:22:38.00Z,47.9086020,2.1702266,1114.329,1.94,21.06,8.04,0.429,0.833,0.15,84.74042,0.41687,3,15
2026-09-12T10:22:38.10Z,47.9086034,2.1702547,1113.517,1.24,21.01,8.28,0.429,0.834,0.16,86.61011,0.42240,3,15
2026-09-12T10:22:38.20Z,47.9086045,2.1702830,1112.690,1.11,21.38,8.32,0.429,0.835,0.16,87.03891,0.41729,3,15
2026-09-12T10:22:38.30Z,47.9086053,2.1703117,1111.857,0.69,21.50,8.19,0.429,0.836,0.16,88.15311,0.42250,3,15
2026-09-12T10:22:38.40Z,47.9086058,2.1703401,1111.024,0.40,20.95,8.26,0.429,0.836,0.16,88.89641,0.44086,3,15
2026-09-12T10:22:38.50Z,47.9086061,2.1703681,1110.187,0.04,20.85,8.33,0.429,0.838,0.17,89.89290,0.44815,3,15
2026-09-12T10:22:38.60Z,47.9086059,2.1703960,1109.339,-0.51,20.91,8.30,0.429,0.839,0.17,91.39402,0.44785,3,15
2026-09-12T10:22:38.70Z,47.9086053,2.1704239,1108.483,-0.98,20.80,8.44,0.429,0.840,0.17,92.70686,0.45095,3,15
2026-09-12T10:22:38.80Z,47.9086042,2.1704518,1107.627,-1.37,20.86,8.49,0.429,0.841,0.17,93.75349,0.45027,3,15
2026-09-12T10:22:38.90Z,47.9086029,2.1704797,1106.761,-1.77,20.82,8.48,0.429,0.842,0.17,94.86599,0.45165,3,15
2026-09-12T10:22:39.00Z,47.9086012,2.1705076,1105.899,-1.92,20.84,8.43,0.430,0.843,0.17,95.26137,0.45016,3,15
2026-09-12T10:22:39.10Z,47.9085995,2.1705354,1105.031,-2.13,20.76,8.43,0.430,0.844,0.16,95.85925,0.44788,3,15
2026-09-12T10:22:39.20Z,47.9085974,2.1705631,1104.183,-2.43,20.73,8.63,0.430,0.845,0.16,96.68993,0.42887,3,15
2026-09-12T10:22:39.30Z,47.9085952,2.1705908,1103.336,-2.54,20.57,8.30,0.430,0.846,0.15,97.04127,0.43108,3,15
2026-09-12T10:22:39.40Z,47.9085928,2.1706182,1102.489,-2.83,20.48,8.26,0.430,0.846,0.15,97.87520,0.41929,3,15
2026-09-12T10:22:39.50Z,47.9085901,2.1706457,1101.634,-3.30,20.52,8.23,0.429,0.846,0.14,99.12936,0.41543,3,15
2026-09-12T10:22:39.60Z,47.9085871,2.1706731,1100.826,-3.43,20.55,8.12,0.429,0.847,0.14,99.47860,0.41424,3,15
2026-09-12T10:22:39.70Z,47.9085840,2.1707006,1100.012,-3.42,20.53,8.08,0.429,0.847,0.14,99.46462,0.41222,3,15
2026-09-12T10:22:39.80Z,47.9085809,2.1707281,1099.214,-3.52,20.53,7.86,0.429,0.847,0.14,99.73042,0.41258,3,15
2026-09-12T10:22:39.90Z,47.9085776,2.1707557,1098.429,-3.76,20.67,7.75,0.429,0.847,0.14,100.30628,0.40821,3,15
2026-09-12T10:22:40.00Z,47.9085742,2.1707834,1097.658,-3.80,20.72,7.68,0.428,0.847,0.14,100.39932,0.40707,3,15
2026-09-12T10:22:40.10Z,47.9085708,2.1708111,1096.907,-3.71,20.68,7.43,0.428,0.847,0.14,100.16778,0.40971,3,14
2026-09-12T10:22:40.20Z,47.9085673,2.1708387,1096.164,-4.10,20.66,7.31,0.428,0.847,0.14,101.22462,0.40339,3,15
2026-09-12T10:22:40.30Z,47.9085636,2.1708663,1095.422,-4.18,20.58,7.42,0.428,0.847,0.13,101.46693,0.40387,3,15
2026-09-12T10:22:40.40Z,47.9085600,2.1708938,1094.692,-3.99,20.47,7.29,0.427,0.847,0.13,101.02240,0.40580,3,15
2026-09-12T10:22:40.50Z,47.9085565,2.1709213,1093.972,-3.91,20.63,7.05,0.427,0.847,0.13,100.73810,0.39923,3,15
2026-09-12T10:22:40.60Z,47.9085529,2.1709488,1093.281,-3.98,20.45,6.69,0.427,0.847,0.13,101.00676,0.40197,3,15
2026-09-12T10:22:40.70Z,47.9085493,2.1709761,1092.619,-4.08,20.33,6.60,0.427,0.846,0.13,101.34675,0.39806,3,15
2026-09-12T10:22:40.80Z,47.9085456,2.1710034,1091.961,-4.08,20.50,6.64,0.426,0.846,0.13,101.25028,0.39501,3,15
2026-09-12T10:22:40.90Z,47.9085420,2.1710309,1091.306,-3.97,20.61,6.60,0.426,0.846,0.12,100.89247,0.39378,3,15
2026-09-12T10:22:41.00Z,47.9085385,2.1710584,1090.658,-3.95,20.55,6.38,0.426,0.845,0.12,100.88250,0.39490,3,15
2026-09-12T10:22:41.10Z,47.9085349,2.1710858,1090.044,-3.93,20.45,6.18,0.425,0.845,0.12,100.86770,0.39685,3,15
2026-09-12T10:22:41.20Z,47.9085315,2.1711131,1089.433,-3.78,20.42,6.04,0.425,0.844,0.12,100.49082,0.40020,3,15
2026-09-12T10:22:41.30Z,47.9085281,2.1711405,1088.822,-3.58,20.45,6.07,0.425,0.844,0.12,99.93419,0.40047,3,15
2026-09-12T10:22:41.40Z,47.9085250,2.1711678,1088.219,-3.49,20.33,6.01,0.425,0.843,0.12,99.74959,0.40323,3,15
2026-09-12T10:22:41.50Z,47.9085219,2.1711950,1087.625,-3.23,20.29,6.00,0.424,0.843,0.12,99.03117,0.40682,3,15
2026-09-12T10:22:41.60Z,47.9085191,2.1712221,1087.030,-3.09,20.32,5.75,0.424,0.843,0.12,98.64306,0.40716,3,15
2026-09-12T10:22:41.70Z,47.9085164,2.1712493,1086.440,-3.12,20.30,5.62,0.424,0.842,0.12,98.73735,0.40700,3,15
2026-09-12T10:22:41.80Z,47.9085137,2.1712763,1085.862,-2.90,20.07,5.77,0.424,0.842,0.12,98.21993,0.41274,3,15
2026-09-12T10:22:41.90Z,47.9085112,2.1713031,1085.287,-2.62,20.04,5.75,0.423,0.842,0.12,97.44046,0.41010,3,15
2026-09-12T10:22:42.00Z,47.9085089,2.1713299,1084.698,-2.49,20.01,5.64,0.423,0.841,0.13,97.08467,0.41347,3,15
2026-09-12T10:22:42.10Z,47.9085068,2.1713567,1084.134,-2.35,20.03,5.72,0.423,0.841,0.13,96.67726,0.41375,3,15
2026-09-12T10:22:42.20Z,47.9085047,2.1713835,1083.556,-2.28,20.17,5.78,0.423,0.841,0.13,96.44314,0.41203,3,15
2026-09-12T10:22:42.30Z,47.9085028,2.1714105,1082.977,-2.03,20.20,5.72,0.422,0.841,0.13,95.74183,0.41252,3,15
2026-09-12T10:22:42.40Z,47.9085011,2.1714375,1082.407,-1.64,20.05,5.58,0.422,0.840,0.13,94.68151,0.42267,3,15
2026-09-12T10:22:42.50Z,47.9084997,2.1714642,1081.841,-1.51,19.93,5.63,0.422,0.840,0.13,94.34383,0.42557,3,15
2026-09-12T10:22:42.60Z,47.9084984,2.1714908,1081.274,-1.44,19.90,5.61,0.422,0.840,0.13,94.13180,0.42664,3,15
2026-09-12T10:22:42.70Z,47.9084972,2.1715174,1080.692,-1.30,19.84,5.85,0.422,0.840,0.13,93.73686,0.42330,3,15
2026-09-12T10:22:42.80Z,47.9084962,2.1715440,1080.095,-1.12,19.89,6.07,0.421,0.839,0.13,93.22152,0.42279,3,15
2026-09-12T10:22:42.90Z,47.9084953,2.1715704,1079.489,-0.92,19.61,6.05,0.421,0.839,0.13,92.68238,0.42963,3,15
2026-09-12T10:22:43.00Z,47.9084945,2.1715966,1078.886,-0.80,19.55,5.94,0.421,0.839,0.14,92.33734,0.46080,3,15
2026-09-12T10:22:43.10Z,47.9084938,2.1716231,1078.300,-0.88,19.96,5.97,0.421,0.839,0.14,92.51632,0.48678,3,15
2026-09-12T10:22:43.20Z,47.9084931,2.1716498,1077.702,-0.71,20.04,5.75,0.421,0.839,0.15,92.03884,0.49020,3,15
2026-09-12T10:22:43.30Z,47.9084925,2.1716765,1077.125,-0.68,19.97,5.74,0.421,0.840,0.15,91.95731,0.47914,3,15
2026-09-12T10:22:43.40Z,47.9084918,2.1717033,1076.541,-0.76,20.09,5.79,0.421,0.840,0.15,92.17097,0.45622,3,15
2026-09-12T10:22:43.50Z,47.9084911,2.1717302,1075.954,-0.87,20.09,5.70,0.421,0.840,0.15,92.46631,0.43419,3,15
2026-09-12T10:22:43.60Z,47.9084904,2.1717570,1075.382,-0.76,20.12,5.82,0.421,0.841,0.16,92.14970,0.44174,3,15
2026-09-12T10:22:43.70Z,47.9084898,2.1717839,1074.787,-0.53,20.07,5.98,0.421,0.841,0.16,91.50485,0.44323,3,15
2026-09-12T10:22:43.80Z,47.9084892,2.1718108,1074.189,-0.82,20.11,5.79,0.421,0.842,0.16,92.33516,0.44263,3,15
2026-09-12T10:22:43.90Z,47.9084884,2.1718377,1073.596,-0.97,20.13,5.98,0.421,0.843,0.16,92.75600,0.44214,3,15
2026-09-12T10:22:44.00Z,47.9084875,2.1718645,1072.992,-0.97,20.05,6.08,0.421,0.844,0.16,92.77613,0.44398,3,15
2026-09-12T10:22:44.10Z,47.9084865,2.1718913,1072.366,-1.24,19.99,6.12,0.422,0.844,0.16,93.55633,0.44488,3,15
2026-09-12T10:22:44.20Z,47.9084853,2.1719179,1071.755,-1.52,19.85,6.18,0.422,0.845,0.16,94.38512,0.44776,3,15
2026-09-12T10:22:44.30Z,47.9084838,2.1719443,1071.133,-1.72,19.64,6.18,0.422,0.846,0.16,94.99816,0.45200,3,15
2026-09-12T10:22:44.40Z,47.9084822,2.1719706,1070.508,-1.86,19.62,6.19,0.422,0.846,0.15,95.42155,0.44795,3,15
2026-09-12T10:22:44.50Z,47.9084805,2.1719968,1069.878,-2.02,19.58,6.26,0.422,0.847,0.15,95.90323,0.44882,3,15
2026-09-12T10:22:44.60Z,47.9084786,2.1720229,1069.254,-2.26,19.51,6.27,0.422,0.847,0.15,96.62035,0.44855,3,15
2026-09-12T10:22:44.70Z,47.9084765,2.1720489,1068.610,-2.50,19.47,6.18,0.422,0.848,0.15,97.31946,0.45334,3,15
2026-09-12T10:22:44.80Z,47.9084741,2.1720749,1067.989,-2.78,19.39,6.14,0.422,0.849,0.15,98.15941,0.45445,3,15
2026-09-12T10:22:44.90Z,47.9084715,2.1721008,1067.374,-2.96,19.31,6.14,0.422,0.850,0.16,98.70573,0.45580,3,15
2026-09-12T10:22:45.00Z,47.9084688,2.1721267,1066.753,-3.11,19.50,6.39,0.422,0.850,0.16,99.06201,0.45048,3,15
2026-09-12T10:22:45.10Z,47.9084658,2.1721527,1066.090,-3.43,19.43,6.38,0.422,0.851,0.16,100.02031,0.45104,3,15
2026-09-12T10:22:45.20Z,47.9084628,2.1721787,1065.449,-3.45,19.35,6.38,0.422,0.852,0.16,100.10750,0.44754,3,15
2026-09-12T10:22:45.30Z,47.9084597,2.1722045,1064.803,-3.48,19.32,6.23,0.422,0.852,0.15,100.20652,0.43892,3,15
2026-09-12T10:22:45.40Z,47.9084566,2.1722302,1064.158,-3.32,19.07,6.33,0.422,0.852,0.15,99.89103,0.44525,3,15
2026-09-12T10:22:45.50Z,47.9084537,2.1722558,1063.508,-3.21,19.14,6.39,0.422,0.853,0.15,99.53164,0.44430,3,15
2026-09-12T10:22:45.60Z,47.9084507,2.1722814,1062.849,-3.42,19.17,6.52,0.422,0.853,0.15,100.10078,0.44081,3,15
2026-09-12T10:22:45.70Z,47.9084477,2.1723068,1062.171,-3.27,18.89,6.78,0.422,0.853,0.15,99.82267,0.44808,3,15
2026-09-12T10:22:45.80Z,47.9084448,2.1723319,1061.490,-3.10,18.66,6.82,0.422,0.854,0.16,99.43474,0.46916,3,15
2026-09-12T10:22:45.90Z,47.9084420,2.1723572,1060.816,-3.23,19.11,6.65,0.422,0.855,0.17,99.58643,0.51385,3,15
2026-09-12T10:22:46.00Z,47.9084391,2.1723828,1060.145,-3.19,19.21,6.46,0.423,0.857,0.18,99.43483,0.53811,3,15
2026-09-12T10:22:46.10Z,47.9084363,2.1724084,1059.474,-3.16,19.17,6.72,0.423,0.859,0.18,99.36110,0.53961,3,15
2026-09-12T10:22:46.20Z,47.9084334,2.1724341,1058.797,-3.10,19.23,6.81,0.424,0.861,0.18,99.16725,0.57368,3,15
2026-09-12T10:22:46.30Z,47.9084307,2.1724598,1058.093,-2.99,19.16,6.98,0.425,0.864,0.20,98.88217,0.59875,3,15
2026-09-12T10:22:46.40Z,47.9084282,2.1724855,1057.389,-2.78,19.35,6.84,0.426,0.867,0.20,98.16697,0.59784,3,15
2026-09-12T10:22:46.50Z,47.9084257,2.1725114,1056.684,-2.66,19.39,6.87,0.427,0.870,0.20,97.79912,0.59675,3,15
2026-09-12T10:22:46.60Z,47.9084234,2.1725374,1055.968,-2.56,19.38,6.86,0.428,0.873,0.20,97.51874,0.58632,3,15
2026-09-12T10:22:46.70Z,47.9084212,2.1725633,1055.261,-2.46,19.41,7.01,0.429,0.876,0.20,97.22778,0.58564,3,15
2026-09-12T10:22:46.80Z,47.9084191,2.1725892,1054.551,-2.31,19.39,6.99,0.431,0.880,0.21,96.80866,0.56960,3,15
2026-09-12T10:22:46.90Z,47.9084171,2.1726151,1053.833,-2.18,19.36,7.31,0.432,0.883,0.20,96.43447,0.54494,3,15
2026-09-12T10:22:47.00Z,47.9084152,2.1726411,1053.089,-2.05,19.54,7.24,0.433,0.886,0.20,95.98541,0.53975,3,15
2026-09-12T10:22:47.10Z,47.9084134,2.1726673,1052.368,-1.84,19.61,7.14,0.434,0.889,0.20,95.36590,0.53606,3,15
2026-09-12T10:22:47.20Z,47.9084118,2.1726934,1051.659,-1.70,19.45,7.26,0.435,0.892,0.21,95.01062,0.54719,3,15
2026-09-12T10:22:47.30Z,47.9084104,2.1727194,1050.917,-1.60,19.56,7.28,0.436,0.894,0.19,94.68062,0.53544,3,15
2026-09-12T10:22:47.40Z,47.9084090,2.1727456,1050.213,-1.38,19.59,7.31,0.437,0.897,0.21,94.01441,0.54023,3,15
2026-09-12T10:22:47.50Z,47.9084078,2.1727719,1049.477,-1.50,19.81,7.17,0.438,0.900,0.21,94.34026,0.54426,3,15
2026-09-12T10:22:47.60Z,47.9084065,2.1727985,1048.774,-1.37,19.98,7.03,0.440,0.904,0.22,93.91401,0.53775,3,15
2026-09-12T10:22:47.70Z,47.9084053,2.1728252,1048.063,-1.32,20.01,6.95,0.441,0.907,0.22,93.76245,0.53297,3,15
2026-09-12T10:22:47.80Z,47.9084042,2.1728519,1047.360,-1.35,19.95,7.05,0.442,0.910,0.22,93.86438,0.54240,3,15
2026-09-12T10:22:47.90Z,47.9084030,2.1728787,1046.667,-1.29,20.19,6.92,0.444,0.913,0.22,93.65237,0.52773,3,15
2026-09-12T10:22:48.00Z,47.9084019,2.1729057,1045.980,-1.28,20.09,6.91,0.445,0.917,0.22,93.65893,0.53021,3,15
2026-09-12T10:22:48.10Z,47.9084007,2.1729324,1045.278,-1.43,19.91,6.93,0.446,0.920,0.21,94.11738,0.56171,3,15
2026-09-12T10:22:48.20Z,47.9083994,2.1729591,1044.575,-1.59,20.00,6.88,0.448,0.924,0.21,94.55126,0.58754,3,15
2026-09-12T10:22:48.30Z,47.9083979,2.1729859,1043.889,-1.73,20.20,6.77,0.449,0.927,0.22,94.88774,0.58409,3,15
2026-09-12T10:22:48.40Z,47.9083963,2.1730129,1043.192,-1.79,20.15,6.90,0.450,0.931,0.22,95.08765,0.58569,3,15
2026-09-12T10:22:48.50Z,47.9083946,2.1730399,1042.488,-2.02,20.20,6.92,0.452,0.935,0.22,95.70146,0.58529,3,15
2026-09-12T10:22:48.60Z,47.9083927,2.1730669,1041.806,-2.27,20.28,6.80,0.453,0.939,0.22,96.37383,0.58432,3,15
2026-09-12T10:22:48.70Z,47.9083906,2.1730941,1041.128,-2.52,20.30,6.68,0.455,0.942,0.20,97.07872,0.57421,3,15
2026-09-12T10:22:48.80Z,47.9083882,2.1731212,1040.458,-2.79,20.26,6.67,0.456,0.946,0.20,97.84693,0.57730,3,15
2026-09-12T10:22:48.90Z,47.9083856,2.1731483,1039.803,-3.08,20.27,6.62,0.457,0.949,0.20,98.64567,0.56783,3,15
2026-09-12T10:22:49.00Z,47.9083827,2.1731754,1039.137,-3.34,20.31,6.58,0.458,0.953,0.21,99.32575,0.56641,3,15
2026-09-12T10:22:49.10Z,47.9083796,2.1732025,1038.486,-3.72,20.28,6.55,0.459,0.956,0.21,100.40239,0.55178,3,15
2026-09-12T10:22:49.20Z,47.9083761,2.1732296,1037.826,-3.90,20.33,6.54,0.460,0.959,0.20,100.87027,0.53138,3,15
